T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
0.6066931281629029,0.7166455933762438,0.8011495124782584,0.8709431445983239,0.9479149189488308,1.0495762940414122,1.2457044191291056,1.3888274422917506,1.418200677061051,1.393664710011373,1.3268207696678285,1.3032895997101395,1.387668684500452,1.5049744765959154,1.5884673147902553
0.9991204131910536,1.0833504934889013,1.1760327902294763,1.248755231564793,1.3127459092353404,1.3742003136993142,1.4757782635036796,1.6077092022766575,1.7632252502241519,1.8814112393272062,1.9213830191257248,1.9318269738334994,1.9475147813138478,1.948847656222093,2.003778911612407
2.0740197564349954,2.1186993236623053,2.13806949039884,2.1571549780414663,2.1804445027840447,2.226919568834567,2.2676249952961705,2.2460197680679763,2.292169769663474,2.3326803696025595,2.3505307849209736,2.3468644200554287,2.346035283232247,2.291466896084599,2.215273016872993
0.8117775887803365,0.8614624803391039,0.9077074486535973,0.9295245643796622,1.0122840393689079,1.0923607960063633,1.2101000757057494,1.3455288207738498,1.517370924382142,1.6326309195003814,1.6558876637267754,1.6567226367825922,1.6958023408923109,1.705703338348233,1.7760548193814054
1.8836123269236738,1.9550649725828724,1.9686263521026637,1.9680821220734064,1.984406909909333,2.041703477369622,2.0628083213140154,2.0702793574043987,2.1194817239093995,2.1906334658584754,2.241143757432739,2.2637633764888028,2.3027754510104215,2.2983936711057,2.3167587273011967
1.3558534486535496,1.434679753758559,1.5464851366085308,1.6220849394067611,1.7144762767938582,1.8243869036131664,1.9607522613503403,2.0875505960460448,2.1887788823991188,2.244149934271562,2.2120324793643085,2.2220810361223977,2.3059896324258187,2.3753828694274848,2.423130117098949
0.48678493518023097,0.6366901813905467,0.7399939025730073,0.7693343755493801,0.8073287966051892,0.8428957382700024,0.9571072583105905,1.080284116843491,1.129924524730161,1.0885904289845527,1.0283955282729744,0.9851561050473722,0.9983314201263219,1.0913314005774173,1.2228879317022334
0.5839126821140144,0.7106686490800584,0.7754345516509265,0.8273467809160653,0.8913704638073414,0.9721223655919913,1.134959519136383,1.2406109180310316,1.2595897206423636,1.2342846866623252,1.1726164459764006,1.1468831320565027,1.2105792679634608,1.3423493397542534,1.4365157854979096
1.9386483932181562,1.9833854723922493,2.0550094454150556,2.182119343134051,2.287124747219504,2.3278201674186145,2.3210742557959425,2.3233404474489965,2.309839708863859,2.3374345831416994,2.3758360942450367,2.3883375523957944,2.3411313417375204,2.287566127385511,2.2924311785111744
2.557821403616724,2.446891427303781,2.296101096467586,2.173650662469874,1.9730511733443348,1.7317658438037278,1.4960862278044231,1.285585626558476,1.1113535795940728,0.9833747322959947,0.8160565719106524,0.7241938829762676,0.616595850521476,0.5224774075755984,0.492300469816651
0.9294143844278089,0.9557460850919743,1.0848404074347313,1.1999181659542484,1.2634739903554921,1.2943624604864545,1.3332859063226064,1.3737002413578185,1.439168614588247,1.5735052945133043,1.567175800811971,1.5748155950918286,1.5866103553701358,1.5501502467071124,1.5317845943368058
1.5823775143188665,1.591557062171141,1.638155379911366,1.64879876968745,1.715869426887027,1.8068322309168114,1.866236998024686,1.8649747323326515,1.9198762112277366,2.0545358302485326,2.0371254913498484,2.086559148807275,2.1250440585378265,2.075876506948614,2.022861342121854
1.9779253527850982,1.984475131102499,2.0746462026563504,2.1827530208948684,2.229650437256025,2.284766799656324,2.2931201074208043,2.1878460704977942,2.10861194833152,2.092780306484902,1.934444156826508,1.8305892595528979,1.728043861034583,1.4921657122308016,1.2814999883795697
0.8599443394912109,0.7272651114917953,0.6250109676493857,0.5532006162513625,0.5614278383088591,0.49286440776985424,0.4535208629357013,0.42567783776393725,0.4392692216386669,0.42631036086110985,0.40367022814677506,0.35083384152740493,0.31794794448943536,0.26488387709378675,0.2443118919210875
0.6207316840796656,0.5440127370733974,0.49811860175820205,0.46891490951439313,0.5024958782712502,0.4530361997521001,0.43024602182926647,0.4122660378240713,0.4365414860983615,0.43512829610766673,0.4160410914603942,0.3567074500886993,0.32821199346909463,0.28220900173235614,0.2498918607612036
2.3730643400469167,2.247699160875605,2.0424942810455495,1.8106322699569761,1.673821613730067,1.452338972174338,1.274119019339841,1.1265751714590295,1.0185103208993849,0.9379954871969636,0.8369824577045413,0.7189202364608073,0.6506877423512877,0.5398918679134108,0.4650994374645893
1.63987285623416,1.338833431662571,1.1007324237963567,0.8669681690139598,0.7129867608124314,0.5838863070612136,0.4862387001362912,0.4133705256664793,0.3314531760318465,0.311281849607617,0.2878126974655558,0.2955424598392121,0.23792413483733657,0.2335504915827837,0.2332644628992522
1.9879926439917994,1.9267326374722997,1.926874459492082,1.8164479414559462,1.7193063569210951,1.6267109110494424,1.4589809523865955,1.2604933399612641,1.155462742286404,1.085582771516783,0.9766679343176567,0.9426597969530238,0.8235880744314336,0.7383477155188748,0.6987990566142558
